group_id	user_id	image_id	cluster_image_name	timestamp
37	1775	11	140642801735952_2.jpe	1524597339000
205	1216	14	139770172639696_6.jpe	1524688517000
205	1216	12	139770154092560.jpe	1524688533000
7	295	14	139770172639696_6.jpe	1524701722000
7	295	12	139770154092560.jpe	1524701775000
7	295	11	140642801735952_2.jpe	1524701781000
19	1217	14	139770172639696_6.jpe	1524763928000
19	1217	12	139770154092560.jpe	1524763948000
19	1217	11	140642801735952_2.jpe	1524763956000
61	1218	11	140642801735952_2.jpe	1525479179000
61	1218	12	139770154092560.jpe	1525479182000
61	1218	14	139770172639696_6.jpe	1525479185000
220	1750	8	140038119741200.jpe	1527440684000
69	1754	8	140038119741200.jpe	1527449170000
266	1749	8	140038119741200.jpe	1527454215000
132	1747	8	140038119741200.jpe	1527461096000
266	1748	8	140038119741200.jpe	1527502823000
266	1749	8	140038119741200.jpe	1527513494000
17	1752	8	140038119741200.jpe	1527513942000
8	1751	8	140038119741200.jpe	1527521517000
7	1753	8	140038119741200.jpe	1527529596000
38	404	14	139770172639696_6.jpe	1527983543000
41	404	14	139770172639696_6.jpe	1527983580000
32	404	14	139770172639696_6.jpe	1527983642000
38	404	11	140642801735952_2.jpe	1527983674000
41	404	11	140642801735952_2.jpe	1527983675000
32	404	11	140642801735952_2.jpe	1527983676000
65	1742	8	140038119741200.jpe	1527989391000
65	1744	8	140038119741200.jpe	1528037866000
38	1774	14	139770172639696_6.jpe	1528049976000
38	1774	11	140642801735952_2.jpe	1528050317000
191	1746	8	140038119741200.jpe	1528253037000
50	1743	8	140038119741200.jpe	1528323003000
140	1741	8	140038119741200.jpe	1528324137000
148	821	8	140038119741200.jpe	1528684561000
148	821	8	140038119741200.jpe	1528684561000
8	1745	8	140038119741200.jpe	1528723889000
264	1640	0	139860332460048_5.jpe	1532828772000
76	63	0	139860332460048_5.jpe	1532874487000
232	1636	0	139860332460048_5.jpe	1532908820000
232	1636	0	139860332460048_5.jpe	1532909007000
239	1635	0	139860332460048_5.jpe	1532963699000
176	1641	0	139860332460048_5.jpe	1532986149000
234	1637	0	139860332460048_5.jpe	1532992673000
15	458	0	139860332460048_5.jpe	1532997646000
263	1639	0	139860332460048_5.jpe	1533002257000
262	1638	0	139860332460048_5.jpe	1533060859000
51	711	0	139860332460048_5.jpe	1533060920000
257	1638	0	139860332460048_5.jpe	1533060984000
26	674	0	139860332460048_5.jpe	1533077575000
176	659	0	139860332460048_5.jpe	1533122657000
59	254	0	139860332460048_5.jpe	1533136101000
9	254	0	139860332460048_5.jpe	1533140814000
3	161	0	139860332460048_5.jpe	1533141975000
35	622	0	139860332460048_5.jpe	1533171357000
1	518	0	139860332460048_5.jpe	1533174565000
148	259	0	139860332460048_5.jpe	1533174611000
176	710	0	139860332460048_5.jpe	1533188855000
153	446	0	139860332460048_5.jpe	1533211786000
176	683	0	139860332460048_5.jpe	1533309763000
176	110	0	139860332460048_5.jpe	1533309910000
76	633	0	139860332460048_5.jpe	1533319397000
28	749	0	139860332460048_5.jpe	1533337626000
76	1648	0	139860332460048_5.jpe	1533340732000
144	1642	0	139860332460048_5.jpe	1533357953000
51	613	0	139860332460048_5.jpe	1533363801000
43	768	0	139860332460048_5.jpe	1533439268000
61	288	0	139860332460048_5.jpe	1533461358000
176	787	0	139860332460048_5.jpe	1533470916000
176	316	0	139860332460048_5.jpe	1533481527000
43	330	0	139860332460048_5.jpe	1533507812000
43	330	0	139860332460048_5.jpe	1533509908000
148	658	0	139860332460048_5.jpe	1533512591000
189	1643	0	139860332460048_5.jpe	1533560725000
64	704	0	139860332460048_5.jpe	1533580469000
127	704	0	139860332460048_5.jpe	1533580470000
76	931	0	139860332460048_5.jpe	1533589916000
61	872	0	139860332460048_5.jpe	1533590449000
145	345	0	139860332460048_5.jpe	1533629108000
7	227	0	139860332460048_5.jpe	1533720236000
43	746	0	139860332460048_5.jpe	1533723696000
43	1644	0	139860332460048_5.jpe	1533738821000
36	168	0	139860332460048_5.jpe	1533995638000
127	251	0	139860332460048_5.jpe	1534031287000
51	525	0	139860332460048_5.jpe	1534035352000
15	670	0	139860332460048_5.jpe	1534035558000
43	385	0	139860332460048_5.jpe	1534197991000
158	732	0	139860332460048_5.jpe	1534258276000
179	818	0	139860332460048_5.jpe	1534285977000
15	174	0	139860332460048_5.jpe	1534350444000
38	1441	0	139860332460048_5.jpe	1534378763000
176	4	0	139860332460048_5.jpe	1534381610000
144	600	0	139860332460048_5.jpe	1534387272000
120	666	0	139860332460048_5.jpe	1534419992000
161	527	0	139860332460048_5.jpe	1534497165000
3	140	0	139860332460048_5.jpe	1534506864000
32	1645	0	139860332460048_5.jpe	1534515709000
145	1770	10	140477269605840.jpe	1534521389000
78	912	0	139860332460048_5.jpe	1534533960000
43	385	8	140038119741200.jpe	1534541043000
51	385	8	140038119741200.jpe	1534541045000
120	252	0	139860332460048_5.jpe	1534548864000
7	555	0	139860332460048_5.jpe	1534550833000
76	844	0	139860332460048_5.jpe	1534596721000
43	330	0	139860332460048_5.jpe	1534649157000
76	329	0	139860332460048_5.jpe	1534649674000
43	329	0	139860332460048_5.jpe	1534649675000
23	614	10	140477269605840.jpe	1534652192000
176	609	0	139860332460048_5.jpe	1534671215000
113	164	0	139860332460048_5.jpe	1534690175000
7	898	0	139860332460048_5.jpe	1534694481000
177	765	0	139860332460048_5.jpe	1534701459000
177	765	0	139860332460048_5.jpe	1534701463000
176	867	0	139860332460048_5.jpe	1534713185000
50	91	0	139860332460048_5.jpe	1534725665000
76	329	0	139860332460048_5.jpe	1534812433000
129	263	0	139860332460048_5.jpe	1534840438000
76	844	10	140477269605840.jpe	1534863083000
176	528	0	139860332460048_5.jpe	1534883336000
43	133	10	140477269605840.jpe	1534945986000
19	517	0	139860332460048_5.jpe	1534964983000
267	1755	8	140038119741200.jpe	1534975335000
38	1757	8	140038119741200.jpe	1534980248000
120	9	0	139860332460048_5.jpe	1534984063000
8	981	10	140477269605840.jpe	1535045065000
120	96	10	140477269605840.jpe	1535049314000
86	1514	8	140038119741200.jpe	1535049525000
61	99	10	140477269605840.jpe	1535064524000
123	902	0	139860332460048_5.jpe	1535190074000
123	902	0	139860332460048_5.jpe	1535190139000
88	1646	0	139860332460048_5.jpe	1535205425000
21	1647	0	139860332460048_5.jpe	1535217889000
176	609	10	140477269605840.jpe	1535246001000
78	912	0	139860332460048_5.jpe	1535265403000
32	188	10	140477269605840.jpe	1535291896000
38	188	10	140477269605840.jpe	1535292047000
119	670	0	139860332460048_5.jpe	1535310701000
50	1768	10	140477269605840.jpe	1535395078000
76	329	10	140477269605840.jpe	1535398701000
1	73	0	139860332460048_5.jpe	1535412451000
3	347	10	140477269605840.jpe	1535484639000
3	161	8	140038119741200.jpe	1535587974000
125	169	8	140038119741200.jpe	1535589623000
50	234	10	140477269605840.jpe	1535594454000
50	234	10	140477269605840.jpe	1535594456000
158	1769	10	140477269605840.jpe	1535639440000
15	1241	8	140038119741200.jpe	1535657918000
123	1486	10	140477269605840.jpe	1535661905000
111	196	10	140477269605840.jpe	1535701216000
15	196	10	140477269605840.jpe	1535701287000
176	511	8	140038119741200.jpe	1535718853000
176	918	10	140477269605840.jpe	1535747827000
32	535	8	140038119741200.jpe	1535751768000
15	532	8	140038119741200.jpe	1535752740000
